time,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l
53.47,23.84786785,-0.48140599,1.33189994,-15.00406093,-4.90186389,0.50172642,-0.89535533,-4.59722586,-1.05963698,-43.23825295,-4.82546171,9.96614967
53.475,23.61886892,0.03241217,1.33431673,-15.31288401,-4.49552804,0.4305213,-0.05444911,-5.15720738,-0.9544812,-44.9133163,-6.69215114,9.56048791
53.48,23.35076954,0.5432243,1.29543602,-15.57201098,-4.10560364,0.38898763,0.80265027,-5.72463123,-0.83450053,-46.58074496,-8.50222742,9.21860563
53.485,23.06806808,1.04074281,1.23246453,-15.79428187,-3.68940105,0.35719513,1.69127005,-6.27808022,-0.69274427,-48.23214262,-10.24227337,8.85179185
53.49,22.76645983,1.52329436,1.15728046,-15.97130946,-3.25350044,0.33638281,2.60909777,-6.81241721,-0.5213093,-49.86169442,-11.88453019,8.46702735
53.495,22.44708909,1.99047187,1.06356853,-16.1117471,-2.80593242,0.3204014,3.55029692,-7.32640212,-0.32588896,-51.46466342,-13.40378803,8.06782611
53.5,22.0804209,2.44844902,0.95687209,-16.18571996,-2.40553714,0.31120526,4.49712973,-7.82514021,-0.09304551,-53.03218287,-14.77985098,7.73235535
53.505,21.75450147,2.85947199,0.85690618,-16.26560625,-1.88437961,0.31089567,5.49867021,-8.25761276,0.14974165,-54.5617046,-16.0180978,7.23901686
53.51,21.36208978,3.27128999,0.72576817,-16.28310433,-1.46953959,0.30552481,6.48036953,-8.6872796,0.42310011,-56.04801469,-17.06858134,6.8669236
53.515,20.97783266,3.64458176,0.60334435,-16.27803347,-1.01061979,0.30704635,7.49197837,-9.05753108,0.7151226,-57.48324283,-17.95702876,6.42942877
53.52,20.57689011,3.98800087,0.48404308,-16.24420112,-0.54841985,0.31182344,8.50680568,-9.38038945,1.01655057,-58.86161679,-18.66191346,6.00628688
53.525,20.1490486,4.30685216,0.35583471,-16.16724701,-0.1292623,0.31729621,9.52298955,-9.66501802,1.33701822,-60.18003667,-19.17913564,5.59477052
53.53,19.7091309,4.59519476,0.23173327,-16.06296445,0.28494651,0.32262169,10.54016699,-9.89776795,1.66400882,-61.43161887,-19.51731711,5.18547646
53.535,19.27269068,4.83923771,0.11607033,-15.93689521,0.71849937,0.34701803,11.56909327,-10.06598867,1.99257587,-62.60896306,-19.69948596,4.7747899
53.54,18.78760588,5.07610167,-0.00253063,-15.78241877,1.06599159,0.3406787,12.55538255,-10.21171589,2.31296192,-63.71549983,-19.66645923,4.40159864
53.545,18.30061659,5.27338008,-0.11877723,-15.59083467,1.40881972,0.34723378,13.54886785,-10.30217411,2.62896124,-64.73677629,-19.48334428,4.02028955
53.55,17.80360573,5.44031167,-0.22153433,-15.39077469,1.74491384,0.35096771,14.52278946,-10.34191949,2.93133556,-65.67402396,-19.14968389,3.6582744
53.555,17.25898017,5.55456698,-0.27668809,-15.19017365,2.10889448,0.28220096,15.42452911,-10.31379113,3.18654491,-66.50919998,-18.68003596,3.32516384
53.56,16.78356248,5.68845227,-0.41262973,-14.94387666,2.33458723,0.36906798,16.42183841,-10.30101029,3.47587792,-67.28416703,-18.07187223,2.97768029
53.565,16.22625536,5.72978919,-0.46785947,-14.6948862,2.64455976,0.31417904,17.29005392,-10.17534987,3.68942015,-67.92080142,-17.36898496,2.63989401
53.57,15.68499969,5.78156767,-0.53759511,-14.42663292,2.88119033,0.31566864,18.16918665,-10.05991505,3.88723219,-68.47589051,-16.55169622,2.30672372
53.575,15.18448053,5.84383044,-0.65597731,-14.13863954,3.10473941,0.44560298,19.08923259,-9.95329112,4.0931588,-68.95529011,-15.62554973,2.10595182
53.58,14.63538402,5.84340536,-0.71436744,-13.85257793,3.33160967,0.49047106,19.91378863,-9.77741377,4.22655052,-69.30587395,-14.66152397,1.84653483
53.585,14.07884467,5.82699218,-0.76264261,-13.55432334,3.53598042,0.53707937,20.70602637,-9.58808874,4.3209781,-69.5514601,-13.65823051,1.60484063
53.59,13.5228351,5.7778883,-0.78877679,-13.26122691,3.71580887,0.56412722,21.46529216,-9.36218666,4.38394393,-69.68994189,-12.65664348,1.33985324
53.595,12.95083713,5.73775565,-0.83401503,-12.93700208,3.91231418,0.66518557,22.18679469,-9.16949726,4.38964842,-69.72464046,-11.6005654,1.18639875
53.6,12.3916341,5.65763631,-0.84144544,-12.63084912,4.07043568,0.71806936,22.88290457,-8.92675153,4.3788767,-69.65349632,-10.6156947,0.9482815
53.605,11.80976954,5.58450939,-0.85412092,-12.30606545,4.25823274,0.845334,23.52370934,-8.72192022,4.29672293,-69.47750843,-9.61606706,0.80987957
53.61,11.26057419,5.47499934,-0.89323767,-11.98217457,4.37425358,0.87054041,24.16828002,-8.4784418,4.20858125,-69.19349871,-8.7439005,0.55066619
53.615,10.66000063,5.39354847,-0.83685025,-11.66999493,4.59065562,1.07959752,24.70988443,-8.29679817,4.03896466,-68.81442876,-7.82170521,0.45662611
53.62,10.11860243,5.27856847,-0.87007001,-11.34389075,4.69192094,1.12815358,25.299518,-8.07774787,3.88847508,-68.34533297,-7.06321412,0.22026225
53.625,9.50158664,5.17043693,-0.79627868,-11.03355747,4.92522263,1.38488789,25.74393233,-7.91375223,3.62171901,-67.76534863,-6.31320821,0.09947648
53.63,8.9239676,5.05964238,-0.75529569,-10.72082219,5.09349703,1.56452734,26.20989087,-7.74656461,3.37581482,-67.10317155,-5.67664088,-0.09863921
53.635,8.34117602,4.94733159,-0.7145385,-10.40984784,5.2704078,1.76506385,26.63382749,-7.60497043,3.08438209,-66.35496068,-5.12953876,-0.30263529
53.64,7.76387086,4.83971854,-0.66050704,-10.10505551,5.44776029,1.96827789,27.0256358,-7.48634686,2.76822055,-65.520788,-4.66042703,-0.52400834
53.645,7.18199702,4.73500592,-0.59686931,-9.80357644,5.63205343,2.1950359,27.37785758,-7.39005031,2.42870072,-64.60595846,-4.27459146,-0.76220263
53.65,6.6081624,4.64162696,-0.53116474,-9.50751325,5.81381898,2.41989808,27.70468794,-7.32369506,2.07064537,-63.61517307,-3.95413276,-1.01566555
53.655,6.02341028,4.55515512,-0.44659266,-9.20718761,6.00554982,2.67700348,27.99261036,-7.27585987,1.70773026,-62.55167909,-3.71275767,-1.28935022
53.66,5.44854827,4.47728352,-0.36268887,-8.92350732,6.20478065,2.92903868,28.24752577,-7.26402947,1.30782312,-61.4143643,-3.52593574,-1.57643582
53.665,4.87827828,4.4157994,-0.28038095,-8.64154265,6.39764997,3.17954909,28.48016352,-7.28223526,0.90246369,-60.21185311,-3.38185649,-1.8732562
53.67,4.30132084,4.36361272,-0.18095685,-8.35839392,6.60057086,3.45013406,28.67722795,-7.32192688,0.49291714,-58.94278372,-3.28910864,-2.18753727
53.675,3.71746776,4.32524074,-0.07375928,-8.07063937,6.80844253,3.74116563,28.84467373,-7.38101032,0.0936178,-57.61289503,-3.23670072,-2.51489993
53.68,3.14349895,4.29954405,0.03089632,-7.79336966,7.0184111,4.0216349,28.9886033,-7.47105278,-0.32423552,-56.22095486,-3.20568169,-2.8390911
53.685,2.57677623,4.2891635,0.13288931,-7.52451538,7.22627431,4.29687163,29.10887361,-7.59011591,-0.75036748,-54.77030261,-3.18754007,-3.16114205
53.69,2.00716072,4.29341068,0.24243672,-7.25209735,7.43470028,4.57826087,29.20439507,-7.72686974,-1.16754825,-53.26180198,-3.18150645,-3.4781492
53.695,1.44192518,4.31043299,0.35296536,-6.98408537,7.64299815,4.86140746,29.27689297,-7.88232161,-1.58048649,-51.69705533,-3.17897311,-3.78286566
53.7,0.87501877,4.34248275,0.46499401,-6.71053099,7.85171302,5.14724606,29.32939606,-8.05555404,-1.98487975,-50.07909029,-3.17549445,-4.06839347
53.705,0.31405217,4.38659558,0.5743681,-6.44055158,8.05950233,5.43171071,29.36066178,-8.24598257,-2.38553552,-48.40754861,-3.164049,-4.32822436
53.71,-0.24731408,4.4427686,0.68306887,-6.16782018,8.2682462,5.72036683,29.37119923,-8.44723464,-2.77502546,-46.6828689,-3.1446636,-4.55544756
53.715,-0.80453822,4.51091149,0.78891613,-5.89868361,8.47570983,6.01048773,29.36179471,-8.66146603,-3.15890523,-44.90748868,-3.11095374,-4.74267022
53.72,-1.35609506,4.5902792,0.89149306,-5.62970219,8.6802691,6.30127356,29.33488115,-8.88553379,-3.5329623,-43.08282055,-3.06021858,-4.88211979
53.725,-1.90138828,4.67939197,0.9903561,-5.36302112,8.88540552,6.59131355,29.29028129,-9.11771722,-3.90015522,-41.20996761,-2.99514972,-4.96666274
53.73,-2.44283643,4.776985,1.08499829,-5.09737099,9.09038175,6.88668534,29.22646714,-9.35576063,-4.25912124,-39.29257394,-2.91446537,-4.99114244
53.735,-2.92889938,4.89778028,1.20879655,-4.84041791,9.22569129,7.15228246,29.1935836,-9.61708358,-4.61373944,-37.34037087,-2.79315607,-4.99021444
53.74,-3.51038521,5.00041702,1.25606898,-4.57710331,9.50402956,7.48963212,29.04413888,-9.84648222,-4.94657947,-35.33687713,-2.71222506,-4.83567729
53.745,-4.03510049,5.11914789,1.33467962,-4.32290975,9.7165792,7.8141975,28.92654111,-10.09336626,-5.27997681,-33.3064753,-2.59661948,-4.64593691
53.75,-4.54830805,5.24984107,1.40494045,-4.07675169,9.92876032,8.13854177,28.79831263,-10.34435796,-5.59666474,-31.25113722,-2.47540005,-4.38583467
53.755,-5.05595952,5.38212468,1.47418916,-3.83713012,10.14740404,8.47674337,28.65463315,-10.59326121,-5.90699564,-29.17723682,-2.35380147,-4.04902921
53.76,-5.55687214,5.52524781,1.52856928,-3.60706044,10.37583258,8.82873936,28.49846162,-10.84522826,-6.19569323,-27.09485958,-2.230729,-3.63558701
53.765,-6.04543118,5.67144063,1.58365678,-3.39011986,10.61018111,9.19450062,28.33439159,-11.09554771,-6.47256697,-25.01198833,-2.11993386,-3.15665838
53.77,-6.5231119,5.82721897,1.62752616,-3.18634538,10.85479468,9.57181729,28.16666457,-11.34804555,-6.72322866,-22.94322779,-2.02012946,-2.61735779
53.775,-6.99044609,5.98514421,1.66333853,-2.99727776,11.11390401,9.96476078,27.99569656,-11.59553369,-6.9488621,-20.89842189,-1.92778287,-2.02536682
53.78,-7.44378399,6.147775,1.69541068,-2.82676268,11.3849686,10.37260997,27.82560915,-11.84234982,-7.14582707,-18.89050539,-1.85522364,-1.3933043
53.785,-7.88018778,6.31236266,1.7230314,-2.67602193,11.66921117,10.78952866,27.66345742,-12.0846844,-7.31200431,-16.93449457,-1.80157521,-0.73821129
53.79,-8.30273704,6.47923328,1.74303486,-2.54715397,11.968986,11.21970633,27.50787382,-12.32512416,-7.44355799,-15.04558884,-1.75857623,-0.06499038
53.795,-8.70890127,6.64498418,1.75834397,-2.44290816,12.28428272,11.66118963,27.36170812,-12.56000617,-7.53872838,-13.23638852,-1.72790583,0.61265996
53.8,-9.09818214,6.8063393,1.76788834,-2.36457817,12.61499536,12.11135294,27.22672376,-12.78772789,-7.59945112,-11.51889355,-1.70574778,1.28091274
53.805,-9.47014625,6.9596237,1.77507566,-2.31598319,12.95957934,12.56944384,27.1024364,-13.00482134,-7.62116426,-9.90294944,-1.68966045,1.93104175
53.81,-9.82321628,7.10290717,1.77409511,-2.29475792,13.31931257,13.02575854,26.99376594,-13.20995712,-7.61665184,-8.39909523,-1.68070655,2.54080909
53.815,-10.1580511,7.23058619,1.76801108,-2.30531546,13.6924461,13.48412281,26.89685937,-13.39823645,-7.5822773,-7.0112892,-1.6720307,3.11086882
53.82,-10.47559919,7.3369516,1.75899569,-2.34919187,14.07515243,13.94365468,26.81061796,-13.56398607,-7.51806414,-5.74594329,-1.66459918,3.63452164
53.825,-10.7736025,7.42377233,1.74225868,-2.42658185,14.46876727,14.39670078,26.73805165,-13.70843579,-7.43399432,-4.60675642,-1.65378264,4.09823494
53.83,-11.05312141,7.4857812,1.72069477,-2.53819975,14.8705889,14.83885539,26.67737112,-13.82616128,-7.33043351,-3.5965373,-1.64350298,4.5003599
53.835,-11.31375035,7.52080205,1.69519862,-2.68667005,15.27381212,15.26755668,26.62739747,-13.91490436,-7.20764969,-2.71703774,-1.63426302,4.83826943
53.84,-11.55628813,7.53161961,1.6659947,-2.87028552,15.68059747,15.67457899,26.58920256,-13.97527332,-7.07426447,-1.96801872,-1.62356992,5.10586637
53.845,-11.782455,7.51082832,1.63158843,-3.0881106,16.08318821,16.07067371,26.55927926,-14.00150611,-6.93066106,-1.34938172,-1.61274628,5.30884699
53.85,-11.99221769,7.46197429,1.59346656,-3.34364377,16.47775684,16.44782827,26.53785165,-13.99507958,-6.77562351,-0.85998736,-1.61063624,5.44668161
53.855,-12.18470677,7.38627259,1.55492977,-3.6371344,16.86185405,16.79402343,26.52555969,-13.95693377,-6.61285192,-0.49788252,-1.61767608,5.51583511
53.86,-12.36054345,7.2841386,1.51394303,-3.96758916,17.23179994,17.10825602,26.52186058,-13.88785838,-6.44847581,-0.25984706,-1.63609244,5.5174409
53.865,-12.52089886,7.15556301,1.47496425,-4.33422274,17.585991,17.40019552,26.52612876,-13.78726261,-6.27584954,-0.14033889,-1.67353799,5.45414762
53.87,-12.66595861,7.00348457,1.43650125,-4.73793892,17.9163387,17.65428785,26.5393212,-13.65669426,-6.09437756,-0.13769612,-1.73543857,5.330362
53.875,-12.79443302,6.82707134,1.40837959,-5.17901749,18.22061638,17.86968975,26.56094221,-13.498336,-5.91036559,-0.24604245,-1.82347931,5.14848404
53.88,-12.90394497,6.63237976,1.37115226,-5.6633555,18.49021122,18.05598742,26.58928044,-13.31458648,-5.71413541,-0.45086963,-1.94625953,4.90333822
53.885,-12.99574037,6.41729829,1.34483306,-6.18326789,18.72436673,18.20655077,26.6310078,-13.10592446,-5.51006397,-0.7600052,-2.10935545,4.59945145
53.89,-13.06814176,6.19066054,1.31385232,-6.74561682,18.91240241,18.31420818,26.68486947,-12.87762053,-5.29229064,-1.16161991,-2.31050942,4.24181917
53.895,-13.11916931,5.93739838,1.32568173,-7.34981694,19.05886818,18.38315003,26.73845674,-12.6280911,-5.08558567,-1.63402251,-2.55796846,3.86409965
53.9,-13.146875,5.6802475,1.32424763,-7.99993581,19.15098735,18.41471228,26.80722632,-12.3665274,-4.85891809,-2.18431,-2.8481076,3.43077926
53.905,-13.15034902,5.40713398,1.34147151,-8.69006842,19.19387979,18.40972474,26.8852544,-12.08858057,-4.6327081,-2.79942086,-3.18794304,2.96800852
53.91,-13.12206174,5.1269417,1.36527599,-9.43556231,19.17567892,18.36769525,26.97335625,-11.79750388,-4.3961455,-3.46758424,-3.56979863,2.47192116
53.915,-13.06678729,4.83805247,1.39749742,-10.22725688,19.09794564,18.28861097,27.06951121,-11.49508492,-4.15621957,-4.18153253,-3.98454633,1.96739656
53.92,-12.97854797,4.53779916,1.4448018,-11.07484081,18.95719705,18.17915956,27.16718994,-11.18426259,-3.92290481,-4.92876315,-4.43220707,1.46490838
53.925,-12.85277989,4.22694789,1.50291466,-11.9737402,18.75155989,18.03432397,27.27366298,-10.86244872,-3.69213518,-5.69997007,-4.91588273,0.94730198
53.93,-12.69359009,3.90375013,1.56514704,-12.92884943,18.47052231,17.86336231,27.37888296,-10.52614832,-3.47659462,-6.48701716,-5.41068828,0.46200216
53.935,-12.49184128,3.57405904,1.64628781,-13.9376703,18.10944234,17.66437147,27.49018267,-10.18187267,-3.25017815,-7.28135206,-5.91425604,-0.02456997
53.94,-12.2531007,3.2294063,1.72523135,-15.00594086,17.66988692,17.44569895,27.59249675,-9.82942654,-3.05824636,-8.07389227,-6.41379106,-0.46418332
53.945,-11.96908287,2.87411133,1.82586168,-16.13286049,17.14363866,17.20554163,27.69395994,-9.46403386,-2.86577871,-8.85824724,-6.8986051,-0.88297807
53.95,-11.64301229,2.50669105,1.92278138,-17.31755276,16.5273207,16.94773011,27.78782245,-9.09074289,-2.70320945,-9.62995826,-7.35564494,-1.26282921
53.955,-11.26287397,2.13425262,2.02316282,-18.56740112,15.81331363,16.66484812,27.88226666,-8.7125218,-2.5547405,-10.38514824,-7.76346449,-1.63044721
53.96,-10.86417396,1.72427366,2.10539508,-19.87021112,15.03193605,16.39530967,27.93029701,-8.30593269,-2.47802644,-11.09599353,-8.1664736,-1.86949354
53.965,-10.3920812,1.32003691,2.23273403,-21.22782482,14.13512594,16.07740522,28.00248079,-7.89724905,-2.37003073,-11.79556887,-8.49696613,-2.14154154
53.97,-9.89269558,0.88888165,2.32110782,-22.6444265,13.14838666,15.77829403,28.0309908,-7.47322478,-2.32047337,-12.44846759,-8.77423234,-2.32710471
53.975,-9.34412815,0.44634051,2.424558,-24.11332685,12.05992461,15.46258051,28.0536064,-7.03174066,-2.2918929,-13.07409604,-8.99269452,-2.47963543
53.98,-8.73424552,-0.00228287,2.53262629,-25.63986742,10.87473158,15.11473155,28.06317624,-6.58695115,-2.28002724,-13.65136588,-9.1236561,-2.61272726
53.985,-8.09542799,-0.47233902,2.63199422,-27.20618793,9.59907871,14.77889689,28.04472295,-6.12119874,-2.30420957,-14.195851,-9.2017117,-2.68721444
53.99,-7.41442044,-0.95981265,2.72670915,-28.81796366,8.23214436,14.43539845,28.00326691,-5.64113168,-2.3555395,-14.69927001,-9.21890817,-2.72169267
53.995,-6.69418208,-1.46080409,2.81995758,-30.46703702,6.7812463,14.08778242,27.93567312,-5.14735309,-2.4294902,-15.15909274,-9.16612187,-2.72396777
54,-5.92280587,-1.96844368,2.9234638,-32.15439379,5.25689211,13.70869191,27.85561937,-4.6442031,-2.52293915,-15.57845121,-9.02830532,-2.70209004
54.005,-5.13504296,-2.49248767,3.01336909,-33.86342785,3.67163593,13.36226765,27.73053861,-4.12412379,-2.64010142,-15.94793894,-8.85458108,-2.64747502
54.01,-4.3052216,-3.02152636,3.11039566,-35.59903956,2.04031693,12.99130096,27.5877491,-3.59689754,-2.77176611,-16.27706398,-8.61341282,-2.57291839
54.015,-3.42472718,-3.54647783,3.21725402,-37.3539071,0.37464939,12.56890061,27.44382573,-3.07006134,-2.92592136,-16.58250605,-8.27167841,-2.48316225
54.02,-2.54910857,-4.09535611,3.32249915,-39.11161411,-1.2983204,12.22396617,27.22946413,-2.5149671,-3.08387672,-16.81047696,-7.97879138,-2.36816128
54.025,-1.61874922,-4.62288825,3.44072746,-40.87926236,-2.9623791,11.80133317,27.02945968,-1.97708837,-3.25932506,-17.03169307,-7.55813412,-2.25155931
54.03,-0.68041876,-5.15626742,3.56821182,-42.63821892,-4.59679308,11.41723507,26.78267787,-1.4266019,-3.43609165,-17.1941101,-7.14975371,-2.12181139
54.035,0.27442782,-5.68051991,3.71641445,-44.38599303,-6.17139419,11.04092189,26.50362846,-0.87243919,-3.60383313,-17.30632623,-6.72230273,-1.99164715
54.04,1.25416361,-6.1894553,3.86706228,-46.11865375,-7.68059411,10.65172578,26.21480862,-0.33048798,-3.7905072,-17.3985085,-6.26141026,-1.85848752
54.045,2.24329477,-6.67979782,4.03580782,-47.82693037,-9.08899766,10.28265507,25.89607569,0.20653691,-3.96733435,-17.44771785,-5.79399504,-1.72961901
54.05,3.24542236,-7.14666652,4.22452077,-49.50554962,-10.38222764,9.92158522,25.55376795,0.73285701,-4.13613321,-17.45816935,-5.32331574,-1.60384593
54.055,4.22994759,-7.60132478,4.42271689,-51.14610299,-11.54405594,9.6299626,25.15915161,1.25726425,-4.30042093,-17.42092397,-4.91542101,-1.49803371
54.06,5.24516113,-8.00818213,4.64945714,-52.74802281,-12.56381984,9.30397186,24.76813185,1.75392789,-4.44635848,-17.35509944,-4.45257286,-1.39485405
54.065,6.27079314,-8.37262008,4.88515578,-54.30755875,-13.42356727,8.98687038,24.3716348,2.22393774,-4.58769682,-17.27503287,-3.9820888,-1.29597551
54.07,7.29844674,-8.70031075,5.13835477,-55.81618915,-14.11975543,8.69512481,23.95277639,2.67039243,-4.7134009,-17.16227457,-3.53654413,-1.20219618
54.075,8.33323754,-8.97817328,5.39476037,-57.27369259,-14.64999784,8.42705144,23.53412184,3.08519228,-4.82847978,-17.04099259,-3.08325557,-1.11990204
54.08,9.34075263,-9.22015958,5.66961899,-58.65788382,-15.00718828,8.20405895,23.0617926,3.48394279,-4.9147092,-16.85530924,-2.68469119,-1.05773853
54.085,10.36973317,-9.41142501,5.94244421,-59.99240375,-15.19937473,7.99261296,22.61705598,3.84291715,-5.00956902,-16.69111848,-2.29422539,-0.99527821
54.09,11.39527662,-9.55120899,6.22287492,-61.2526721,-15.2303416,7.8193023,22.15937145,4.16943249,-5.07962729,-16.49296887,-1.91525998,-0.93734199
54.095,12.41346561,-9.64185955,6.50109538,-62.43691657,-15.10929882,7.69186316,21.69260505,4.46134697,-5.13084539,-16.27537053,-1.54480538,-0.89076949
54.1,13.36983081,-9.69758488,6.75886564,-63.5333029,-14.8197487,7.55480764,21.16834342,4.7332725,-5.15891319,-16.02345105,-1.2438341,-0.87643593
54.105,14.36742271,-9.70967857,7.01913324,-64.56541803,-14.39710117,7.48513617,20.69682374,4.96812817,-5.19945719,-15.79482232,-0.94951899,-0.84028023
54.11,15.2697275,-9.65591416,7.24178147,-65.48545415,-13.9002819,7.3542419,20.14854594,5.15376573,-5.18577102,-15.5429502,-0.61420115,-0.88213092
54.115,16.27906561,-9.6115102,7.48184485,-66.34877698,-13.18678965,7.41127102,19.70346874,5.34754944,-5.21728066,-15.27767892,-0.4103224,-0.79419773
54.12,17.20539432,-9.50132518,7.68266192,-67.10222616,-12.42723998,7.40818157,19.2058403,5.48571281,-5.20913902,-15.01791253,-0.14862753,-0.77833195
54.125,18.11305576,-9.36493159,7.85883231,-67.75343814,-11.58527178,7.45167734,18.70412059,5.59961377,-5.19553457,-14.73670337,0.09183762,-0.75347435
54.13,18.99238807,-9.20098904,8.00450528,-68.30804928,-10.67919073,7.49758776,18.20214766,5.68618989,-5.17123447,-14.46424767,0.3180455,-0.72860016
54.135,19.84417724,-9.01667454,8.11738472,-68.76160951,-9.72622684,7.55276788,17.69967939,5.75022823,-5.13530403,-14.19212616,0.53259399,-0.69699887
54.14,20.66804541,-8.8115273,8.19795139,-69.11087798,-8.74629296,7.62028619,17.19728545,5.78902486,-5.09458982,-13.91959076,0.74036969,-0.65855609
54.145,21.46236058,-8.59481366,8.24118135,-69.353502,-7.7581075,7.6954163,16.69420662,5.80646032,-5.04857668,-13.64581955,0.9418536,-0.60978021
54.15,22.22551249,-8.36798892,8.25065837,-69.49579271,-6.78030604,7.76295296,16.1931088,5.80566552,-4.99024133,-13.38229942,1.13736935,-0.54965399
54.155,22.95630977,-8.14088192,8.21844786,-69.52718395,-5.82189481,7.83795934,15.69074029,5.79050359,-4.93349504,-13.11089247,1.33340564,-0.47453712
54.16,23.65337262,-7.91447652,8.15043943,-69.45838215,-4.90664698,7.88822734,15.1893583,5.76276753,-4.86342238,-12.84965063,1.52758689,-0.3874101
54.165,24.31601525,-7.693822,8.04432262,-69.28633544,-4.04364872,7.91822391,14.6875586,5.72344638,-4.78957236,-12.59171022,1.72193384,-0.28766711
54.17,24.94636728,-7.48154509,7.90781185,-69.01783693,-3.24031856,7.91736281,14.18816444,5.67889112,-4.69505564,-12.34256451,1.91921053,-0.17485777
54.175,25.53508178,-7.28873782,7.72326045,-68.64431957,-2.50745648,7.90331699,13.68308628,5.62758685,-4.60976617,-12.09309724,2.12164884,-0.04337422
54.18,26.12930927,-7.08082195,7.5653363,-68.18330407,-1.85779649,7.78284623,13.20302206,5.5621807,-4.56501883,-11.84280001,2.26597987,0.02902191
54.185,26.60648555,-6.94738781,7.26797748,-67.61599909,-1.28087538,7.76011727,12.66973548,5.51492141,-4.40372348,-11.60881363,2.5314111,0.25586587
54.19,27.08403862,-6.80999678,6.99645588,-66.96460476,-0.78473748,7.62572566,12.15552949,5.46028144,-4.29903554,-11.37160133,2.74484852,0.43264108
54.195,27.52421561,-6.6991538,6.69649101,-66.2245104,-0.37001113,7.44548231,11.63991409,5.41066365,-4.18164768,-11.13971523,2.96298737,0.61695256
54.2,27.92736538,-6.61332525,6.37086196,-65.40196723,-0.03633586,7.21868682,11.11896877,5.36474506,-4.05875785,-10.91008023,3.18448351,0.81117181
54.205,28.29588562,-6.55799792,6.02003279,-64.49762562,0.2324429,6.94324661,10.59899818,5.32637956,-3.93998772,-10.68830723,3.40656105,1.00668786
54.21,28.62507694,-6.5247367,5.66800118,-63.51619928,0.41716751,6.62025484,10.06355134,5.29903026,-3.79702044,-10.45647496,3.63383833,1.22107834
54.215,28.92157857,-6.52178188,5.29418734,-62.46038338,0.54802153,6.25114848,9.52852978,5.28044477,-3.66094246,-10.2302856,3.86188493,1.43345781
54.22,29.18532025,-6.54846866,4.91100464,-61.33391405,0.62095119,5.84029846,8.98864177,5.2754089,-3.52177784,-10.00454564,4.09150371,1.64672466
54.225,29.41667251,-6.60201997,4.52071366,-60.13887441,0.64823245,5.38738973,8.44377487,5.28278697,-3.37898296,-9.77878105,4.32113907,1.86128369
54.23,29.62961692,-6.69393381,4.10902933,-58.87931258,0.68274868,4.90477371,7.91506279,5.30720517,-3.23852609,-9.56605774,4.53519219,2.06317448
54.235,29.79830065,-6.79911316,3.71451188,-57.55737148,0.61873646,4.38455089,7.35505646,5.34298904,-3.09210174,-9.33357506,4.76656851,2.27556466
54.24,29.93927962,-6.92756788,3.3239962,-56.17208864,0.53613834,3.83746261,6.79199521,5.39402353,-2.9509297,-9.10111076,4.99556792,2.48663637
54.245,30.05062624,-7.06349047,2.95493723,-54.72890124,0.41304713,3.27136954,6.21390479,5.45372997,-2.8155846,-8.85506377,5.22779602,2.6989969
54.25,30.15381524,-7.24735812,2.55850187,-53.23426626,0.32643832,2.71011572,5.66192206,5.54001264,-2.68809787,-8.63146756,5.44400458,2.89135989
54.255,30.21846176,-7.41760839,2.20410768,-51.67871079,0.18419996,2.13495739,5.07735965,5.62749978,-2.5570357,-8.37690501,5.66991681,3.09026051
54.26,30.26950922,-7.6173287,1.84443879,-50.07362653,0.06241263,1.57494552,4.50446501,5.73605552,-2.43941518,-8.13241833,5.88694895,3.2807835
54.265,30.30068782,-7.82786627,1.49745581,-48.41711882,-0.06071855,1.03509251,3.9301553,5.85782287,-2.33335072,-7.88541973,6.10121929,3.46544677
54.27,30.31190408,-8.04817993,1.15844095,-46.71127391,-0.18134913,0.52386696,3.35554658,5.99055863,-2.24475953,-7.63888203,6.31498364,3.64403213
54.275,30.30567514,-8.27223135,0.83960084,-44.95590154,-0.29332845,0.05618283,2.77960016,6.13612464,-2.16326124,-7.38594307,6.52613575,3.82141691
54.28,30.27932865,-8.49849241,0.53538891,-43.15519433,-0.39815279,-0.36532366,2.20050557,6.29086087,-2.09378592,-7.12983765,6.7375331,4.00103494
54.285,30.24134027,-8.72784541,0.24167549,-41.3117242,-0.48750657,-0.71990256,1.62886821,6.45553628,-2.04609072,-6.87658408,6.94825585,4.1753179
54.29,30.21568179,-8.98595856,-0.04704176,-39.43670785,-0.53031013,-0.99610684,1.09028319,6.6518796,-1.96850601,-6.63092644,7.12387167,4.35234033
54.295,30.12039578,-9.19769698,-0.3151531,-37.50414471,-0.62692886,-1.21122189,0.50327292,6.82106645,-1.95746979,-6.37726693,7.35263588,4.52965013
54.3,30.02155038,-9.4174783,-0.5673354,-35.54371454,-0.68372793,-1.33912304,-0.06812616,7.00942363,-1.96186442,-6.13373042,7.56870968,4.72660403
54.305,29.9194385,-9.62484809,-0.79635523,-33.5556279,-0.7375675,-1.36170609,-0.62632458,7.20259059,-1.99104054,-5.89253123,7.79546383,4.91993619
54.31,29.79869569,-9.82784188,-1.0119604,-31.54317325,-0.77393598,-1.29200244,-1.18069973,7.40265875,-2.03050347,-5.66183685,8.02620614,5.12947174
